,stage2_nonuniformity,stage2_center_field_gauss,stage2_1_innerrad,stage2_1_width,stage2_1_thickness,stage2_1_dist,stage1_nonuniformity,stage1_center_field_gauss,stage1_1_innerrad,stage1_1_width,stage1_1_thickness,stage1_1_dist
27,9.841403184525335e-06,-10.0,150.0,19.99997918287046,2.141430086483574,57.375618403011934,9.608914030531704e-06,-9.337182950587195,150.0,19.9999784310873,2.0,57.38706703136238
28,9.852781434363743e-06,-10.0,150.0,20.0,2.1414148607515253,57.37534237105102,9.608910333951428e-06,-9.337189196494045,150.0,20.0,2.0,57.38708319105633
29,9.958389933512693e-06,-10.0,149.9999822557586,19.999402675914546,2.1413579902969024,57.372864503986726,9.608972835642003e-06,-9.342139795324265,149.9999858666105,19.999398928148185,2.001113697783337,57.38699610678117
30,1.0060751585348899e-05,-10.0,150.0,20.0,2.141206148205422,57.370945020355215,9.608863222452581e-06,-9.428798765265274,150.0,20.0,2.0196257228761416,57.38715458329728
31,1.1558636397557287e-05,-10.327668851000311,150.0,2.0,20.0,54.84170484883259,1.1550067589165138e-05,-10.328184444492194,150.0,2.0,20.0,54.83957607884294
32,0.0001396613438670553,10.000000000000382,149.99986176247234,19.99633941580999,7.7357675777911235,282.72374870072235,7.97028545644563e-07,10.684360076528439,149.9998360590307,19.996556180431483,7.7917818042612765,270.595799080126
33,0.0002830875189033077,23.683850423649897,150.0,20.0,20.0,300.0,0.0002830875189033077,23.683850423649897,150.0,20.0,20.0,300.0
34,0.0002861653235284533,10.0000000000004,150.0,20.0,8.446506155501522,300.0,0.0002867944253671033,2.367731438545133,150.0,20.0,2.0,300.0
35,0.0002861653238292206,10.00000000000039,150.0,20.0,8.446506155499108,300.0,0.00043735987226945655,0.24217355208612457,150.0,2.0,2.0,300.0
36,0.00038043353396066123,10.00000000000039,150.0,8.31288998935499,20.0,300.0,0.0004340311454236305,2.42275868345061,150.0,2.0,20.0,300.0
37,0.0021445175757568674,10.000000000000394,22.074418299805952,20.0,20.0,300.0,0.0022375150181476494,0.35266587228808344,1.0,20.0,2.0,300.0
