,nonuniformity,center_field_gauss,r_1_innerrad,r_1_width,r_1_thickness,r_1_dist,r_2_innerrad,r_2_width,r_2_thickness,r_2_dist,g_1_innerrad,g_1_width,g_1_thickness,g_1_dist,g_2_innerrad,g_2_width,g_2_thickness,g_2_dist
0,1.8191779084084386e-08,45.947907226777076,150.0,14.256493710539292,10.402782313625398,0.0,149.9615757223407,9.396110432740423,19.8894015015501,90.27376330780697,130.11044627136454,18.91626504706162,17.309503071302473,0.0,149.96102421165006,8.28599835463126,16.30963862079504,80.56525608719195
1,2.0015854942009347e-08,10.633182379779678,150.0,18.385987303638863,2.01803261123701,0.0,141.24355258430782,19.691292623115963,2.0,89.3666867652871,79.14826135382216,13.71086804410705,5.157582051261201,0.0,116.83013847476809,18.849429647485447,17.402778039012325,161.19957704081784
2,2.2164550531987714e-08,1.3730041858042963,150.0,2.0,2.0,0.0,149.99248936920236,2.1658027984541204,2.466582456289851,87.11822894881679,89.54710539722008,12.053164610565485,19.435105907359933,0.0,101.38646835983754,18.052051569298595,5.84342296210795,19.83878722409515
3,2.427225260974608e-08,101.43764960719238,150.0,19.973305136001546,20.0,0.0,131.35095839146393,18.318356611374732,16.622825586426593,87.54297379378518,72.63496730205122,12.153051729425584,19.3687100397297,0.0,121.41098455229573,10.936390789581566,9.743476767383013,20.726354498297596
4,2.4839086144968345e-08,11.540476033640452,150.0,19.99230798880147,2.2320819784799646,0.0,132.42176300624357,17.455237448438695,2.0,87.06392034619054,58.76329518997633,17.100408418358185,14.618781069739168,0.0,134.04659237107703,8.935129864051511,19.03390631401825,254.88121018113168
5,3.628179712244928e-08,38.103609193560146,118.57822771910313,11.4416010445999,4.022398343323841,0.0,145.01606149995845,14.536322754015915,11.49522278763775,76.83081004251582,80.01666154531654,14.032574368672122,4.119164264180867,0.0,143.31142883485015,15.663649707668952,12.265573314773757,134.36764646633938
6,3.6583093934052305e-08,7.685434447157924,140.64714796952708,3.7795453574397557,5.682424265488481,0.0,132.98389599072556,6.628220913263982,3.536950759918064,80.76962937751026,148.940913287734,4.304303801683722,5.267871817789176,0.0,105.65435846422771,7.64464000216354,3.0285336330209076,72.36179886461906
7,3.8398922552697416e-08,64.51021306873805,125.30104566758695,13.380274658347382,9.133799113625841,0.0,135.56688972917124,14.18388519326487,16.662756158319027,78.21233898252433,66.42235378557967,14.280986231591294,12.653273329301093,0.0,145.03950576984408,16.144535317389398,15.14994774593077,114.05955846726886
8,6.462868205561752e-08,38.69015021430677,144.028268759837,10.774659496813715,13.97978905504894,0.0,102.16821372908598,19.841339844723624,3.0501248094722513,74.99329933617823,118.20682469439959,11.83568454215883,14.784766715309209,0.0,89.49308942646083,17.340014242092124,4.814764498830451,90.49303139314323
9,8.613986505051231e-08,14.818776850113409,149.9933715625001,10.327619655402362,6.401471615653565,0.0,96.07988596199714,7.269469599749526,2.0817108570638974,71.37973175322004,56.46954847236323,7.979853211576118,11.210799660337154,0.0,89.61691422408954,6.8640602411507965,13.100858999283526,199.22282119957532
10,1.3830425659484638e-07,73.81429410663358,84.75483566860848,5.276844329427091,3.8385870859624704,0.0,125.44149919751949,14.111782733194561,17.81050976650622,59.28353814453176,34.5118757861631,2.42270600101547,6.638391140283419,0.0,144.65377483986617,17.650331789495716,16.355322563769363,59.96333666574111
11,1.6989926426181503e-07,25.37770342696085,130.18715473303104,15.192982738054333,5.854062336613689,0.0,88.13906906420375,2.0000617198566184,10.603345314722503,63.853860181997035,121.93465746924025,11.232105954902247,7.486107136272886,0.0,89.37868167159755,2.6108818832571696,9.166711457800359,42.5610772992621
12,1.729762348144228e-07,89.92655032201263,113.19317433894517,15.161701791529563,14.320822788432562,0.0,93.01987555276654,9.348274884902956,12.826279547943642,63.54667665534174,86.30688282251347,15.237542243777307,14.144391784828853,0.0,69.81451607690899,12.510790333287087,11.92101081659206,102.285183856675
13,1.8594625359085515e-07,36.195592042294074,94.37990151905325,5.938002476649217,5.215511204107909,0.0,108.91617085901095,9.09009355980951,9.524415057049012,59.11664250016105,41.39748497176786,17.608901215190468,16.77668259682283,0.0,126.1693509990045,11.729035188730162,18.54211796794454,82.21144708959436
14,1.9519575011856856e-07,46.60780759501769,113.13393539749752,9.31661315797436,11.472138994925487,0.0,93.41047340812733,4.62346245349326,13.0198982866733,62.28786824597002,123.53109394382426,8.696687544856632,13.05847163013088,0.0,125.60523224920355,4.352939680127265,10.865180953144971,52.30573356259411
15,2.3429471240399364e-07,42.58056957246012,134.37093249828928,8.004550777844418,14.255488729885558,0.0,127.52751619127035,5.9534091365613895,19.967060286092423,78.1902025894332,143.00298410561297,2.5606899529860514,14.389066932500505,0.0,71.31281123022343,10.999433812344579,14.555223148828205,27.866487865552703
