,nonuniformity,center_field_gauss,n_rods,cyl_height,cyl_diameter,D,g_cyl_diameter,g_D
0,1.4664597563854197e-06,1206.7993832077275,8.0,640.0,20.0,120.18777922754154,15.220532288290087,194.43155160318503
1,1.466459765630688e-06,1206.8019634718312,8.0,640.0,20.0,120.18765085030259,14.476220243926909,118.16880503425018
2,1.4664597667080958e-06,1206.767547682766,8.0,640.0,20.0,120.18936319104012,9.83455999821996,165.3038827468206
3,1.4664597727595269e-06,1206.7376816115213,8.0,640.0,20.0,120.19084922207983,10.84914452865686,29.47598259372005
4,1.466459782439818e-06,1206.8238164299944,8.0,640.0,20.0,120.18656360503869,18.553396153724048,289.0589632724649
5,1.4664597863874645e-06,1206.8138669908124,8.0,640.0,20.0,120.18705861357168,17.014368565655534,199.1612418646439
6,1.4664597902328052e-06,1206.7489632977868,8.0,640.0,20.0,120.19028787843769,5.955074775552616,42.10623137107639
7,1.4664597936473447e-06,1206.7752374621793,8.0,640.0,20.0,120.18898058348987,3.4756819806798127,139.6865763435684
8,1.4664597943832018e-06,1206.8044843763723,8.0,640.0,20.0,120.1875254268129,4.962398317083652,178.4955966852865
9,1.4664597983847526e-06,1206.7803632559248,8.0,640.0,20.0,120.18872554993047,9.474490557670881,230.02135454707255
10,1.4664597990764996e-06,1206.8123750986986,8.0,640.0,20.0,120.18713283932325,6.952976918025158,297.0591850878996
11,1.4664598003787964e-06,1206.8094381588303,8.0,640.0,20.0,120.18727896058584,12.248581245297482,72.59789846764833
12,1.4664598047363706e-06,1206.8215019706256,8.0,640.0,20.0,120.18667875441886,19.23212266900074,197.39203668009736
13,1.4664598058011585e-06,1206.7884825601582,8.0,640.0,20.0,120.18832157775783,10.277654555526377,195.78698550048753
14,1.4664598107141241e-06,1206.7502198170646,8.0,640.0,20.0,120.19022535821215,11.061901570159398,214.960064077759
15,1.4664598123971907e-06,1206.837875686692,8.0,640.0,20.0,120.18586413362695,15.9441428920006,108.28665807680193
16,1.4664598128534854e-06,1206.8043691926225,8.0,640.0,20.0,120.18753115758744,10.249026248915879,40.42953984398438
17,1.4664598150110539e-06,1206.8320401042715,8.0,640.0,20.0,120.18615446208321,18.815090106320778,144.44041183388953
18,1.4664598224813714e-06,1206.7578980641144,8.0,640.0,20.0,120.1898433162348,12.980525786368553,85.23423445863378
19,1.4664598280443812e-06,1206.723244526237,8.0,640.0,20.0,120.19156758061251,7.782999560652776,60.915200895579964
20,1.4664598462114854e-06,1206.7788384641362,8.0,640.0,20.0,120.18880141569551,17.083030395827592,125.9512196185661
21,1.4711087385635832e-06,3.019068300712596,8.0,640.0,1.0,120.14654727799103,7.51800923837522,60.596287850031324
22,1.4711142859889343e-06,4.815707167056802,8.0,640.0,1.2632001132625625,120.16827244400702,5.358078159582755,63.639039692166236
23,1.4711166883833347e-06,3.0195065019296297,8.0,640.0,1.0,120.13783636548708,15.037139123296248,54.43873995037903
24,1.4711198331891016e-06,3.020654981718071,8.0,640.0,1.0,120.11501494858784,2.0149691411734407,44.50749066062838
