,nonuniformity,center_field_gauss,r_1_innerrad,r_1_width,r_1_thickness,r_1_dist,r_2_innerrad,r_2_width,r_2_thickness,r_2_dist,objective
0,1.0264409176009655e-11,45.17980652547013,44.950150977257664,16.811012370450932,7.222577312713771,164.78843967272468,146.20670731047176,18.7344923073655,13.490796555750354,168.33450622005364,3.610999289102799e-10
1,1.0671758674059157e-11,26.63548163735287,89.23880804390933,10.218697545416127,19.631748193602526,206.80872149918557,138.2242335837118,2.9421325725219134,8.093349598355351,105.16397327433839,1.7752984546057232e-10
2,2.4647816810991686e-09,12.317208997287505,35.20873575903116,4.354389202818458,10.850591799703384,200.7633052744603,149.99959860354005,15.175652900432036,5.950528566746822,195.08507984184354,5.711414287792415e-09
3,2.9083127745831542e-09,3.5438188819013705,23.73146160645241,4.665263941209314,19.90758386760257,278.7056107471697,149.86701981591517,3.197157638413097,3.994025937419176,162.48511269117702,1.8776594020788795e-08
4,2.9582938178410385e-09,6.155217024825147,36.90000616326166,11.100898676252905,2.1652052403211544,195.25573394164914,142.3963165255341,18.616195934082302,2.000005311556609,179.99253680873386,1.1373997706400243e-08
5,3.0661074845104155e-09,7.924107590599303,30.123261382318002,2.8965658677833654,5.513199932815203,176.28986047119707,148.02166378173715,8.29374541979947,7.838160756163932,201.21083294348387,6.364909253501836e-09
6,3.0924212074853724e-09,13.221918438428181,149.674219957224,3.18178568823312,19.998980577664085,171.14663168315758,38.634789938892524,8.668323008859945,11.451754275764083,226.19999058355734,9.963528907783461e-09
7,3.1323629042964222e-09,8.854068131813424,147.1898660774115,10.469510672453453,6.549277460993,197.10961132770737,28.691843318262784,6.344814375359938,3.738222832649684,184.63793984871464,3.589474474758728e-09
8,4.501417356065278e-09,17.384327219152578,140.16471110657324,4.854240376747663,14.916302220881597,161.317502232189,19.013674869647062,18.888103896627577,10.39474483557317,228.67437660454993,3.323993870715866e-08
9,5.321574175376651e-09,128.80447097362034,66.72021786936591,5.605974670294325,15.293814450070457,64.73435366749244,25.10105026889466,11.145643903258788,11.266964964982225,82.69520282187037,6.322268046525029e-07
10,6.024163658145614e-09,8.5300068349461,131.22692852530156,10.745685569745861,3.3921807462321567,158.64050544235891,14.995961350059705,10.362161627543065,9.19728368396775,212.41807525724616,8.855479402640152e-09
11,8.336256648450946e-09,-21.13165622235247,85.63923289627681,2.0055424830797675,11.642948402052035,22.511104239855683,59.71368782672132,3.7261927851580157,2.308415862453528,56.63457648527719,9.27963431918561e-08
12,8.631639977583146e-09,67.37965004066183,148.6524929966273,10.086257413667465,10.718092343764782,98.9027278857062,72.02754551095182,19.99999569970699,19.534939371445837,174.23127793262185,4.95280481190707e-07
13,1.0289335371403959e-08,29.807542412496737,114.0003471728789,14.37734429488241,19.993649643749556,211.36204319304164,137.5477529417165,2.0058974931433196,5.862188177712073,54.85056577373312,2.0380644676548678e-07
14,1.524152608592499e-08,-67.76302658413407,149.46316741085897,18.58890496630337,7.177994276268205,16.810464425744343,142.77685753667845,19.47607618730234,13.063009908027716,93.92175746885994,8.80396676484058e-07
15,1.8994977622602818e-08,9.999999999855548,4.480644178223043,14.533155356178586,19.99948539335044,232.34060133212392,131.49100701833325,7.298313937310835,4.776549107172961,150.8642055300026,2.743854184381502e-18
