,stage2_nonuniformity,stage2_center_field_gauss,stage2_1_innerrad,stage2_1_width,stage2_1_thickness,stage2_1_dist,stage2_2_innerrad,stage2_2_width,stage2_2_thickness,stage2_2_dist,stage1_nonuniformity,stage1_center_field_gauss,stage1_1_innerrad,stage1_1_width,stage1_1_thickness,stage1_1_dist,stage1_2_innerrad,stage1_2_width,stage1_2_thickness,stage1_2_dist
0,1.0264409176009655e-11,45.17980652547013,44.950150977257664,16.811012370450932,7.222577312713771,164.78843967272468,146.20670731047176,18.7344923073655,13.490796555750354,168.33450622005364,1.1340554619586762e-09,42.75198096815844,46.59953902218173,16.29754405230168,7.039697870512057,162.25337794896535,149.74992934257145,18.72643220532599,12.990064953000676,167.7546626507565
1,1.0671758674059157e-11,26.63548163735287,89.23880804390933,10.218697545416127,19.631748193602526,206.80872149918557,138.2242335837118,2.9421325725219134,8.093349598355351,105.16397327433839,1.7175949262140722e-09,27.43166678544883,93.60373551616216,11.867786796508645,18.112805562781897,206.76083503636107,143.38819754158538,2.597550759006361,8.38992541363432,99.13010915768044
2,2.4647816810991686e-09,12.317208997287505,35.20873575903116,4.354389202818458,10.850591799703384,200.7633052744603,149.99959860354005,15.175652900432036,5.950528566746822,195.08507984184354,8.397694580042633e-07,15.916097161415983,58.1786979996208,4.678436104149791,11.58205597539258,217.76111728306324,149.99996765532393,13.831120350395224,8.511974641052902,207.53678553171807
3,2.9083127745831542e-09,3.5438188819013705,23.73146160645241,4.665263941209314,19.90758386760257,278.7056107471697,149.86701981591517,3.197157638413097,3.994025937419176,162.48511269117702,2.9088938505736194e-09,3.54318751945921,23.729051934449885,4.664502873588802,19.9066397602476,278.693544551327,149.8584835275924,3.196587365544999,3.9935807770406977,162.4771345211787
4,2.9582938178410385e-09,6.155217024825147,36.90000616326166,11.100898676252905,2.1652052403211544,195.25573394164914,142.3963165255341,18.616195934082302,2.000005311556609,179.99253680873386,2.958582860467646e-09,6.15518503216462,36.89879593242928,11.100835052350678,2.165176801351868,195.25504664610304,142.3943941339411,18.615959786731,2.0,179.99191791773268
5,3.0661074845104155e-09,7.924107590599303,30.123261382318002,2.8965658677833654,5.513199932815203,176.28986047119707,148.02166378173715,8.29374541979947,7.838160756163932,201.21083294348387,3.0662466520542638e-09,7.924040158581109,30.122989533296582,2.896566669995847,5.513173091647801,176.2896634389581,148.0216959014552,8.293718355395466,7.838119070930279,201.2107036531627
6,3.0924212074853724e-09,13.221918438428181,149.674219957224,3.18178568823312,19.998980577664085,171.14663168315758,38.634789938892524,8.668323008859945,11.451754275764083,226.19999058355734,3.093066425516786e-09,13.222464021557624,149.66512220467513,3.1821061347384267,19.998861721643724,171.14592631952345,38.62132140707297,8.66950261240574,11.449356539423672,226.1848319244488
7,3.1323629042964222e-09,8.854068131813424,147.1898660774115,10.469510672453453,6.549277460993,197.10961132770737,28.691843318262784,6.344814375359938,3.738222832649684,184.63793984871464,3.055587768739653e-09,8.800313356641066,147.29031750012828,10.450160400885332,6.530180282702265,197.24068249351103,28.61561648006864,6.337588254700777,3.737950528771549,184.84114150463023
8,4.501417356065278e-09,17.384327219152578,140.16471110657324,4.854240376747663,14.916302220881597,161.317502232189,19.013674869647062,18.888103896627577,10.39474483557317,228.67437660454993,4.5014175646958694e-09,17.384327219151015,140.16471110657193,4.854240376747902,14.916302220879611,161.3175022321874,19.01367486964822,18.888103896628536,10.394744835571622,228.67437660454937
9,5.321574175376651e-09,128.80447097362034,66.72021786936591,5.605974670294325,15.293814450070457,64.73435366749244,25.10105026889466,11.145643903258788,11.266964964982225,82.69520282187037,4.151048198928864e-08,133.3497624838273,68.37244599967534,5.807249453464308,15.774843774332926,65.51531628850906,25.70547893239427,11.594761690805436,11.62409864927174,83.70850556484055
10,6.024163658145614e-09,8.5300068349461,131.22692852530156,10.745685569745861,3.3921807462321567,158.64050544235891,14.995961350059705,10.362161627543065,9.19728368396775,212.41807525724616,6.024117647982714e-09,8.5297581504805,131.22774250754446,10.7455102134873,3.392121968159884,158.6399079092496,14.995899997546642,10.362088197532366,9.197301410874203,212.41817915469863
11,8.336256648450946e-09,-21.13165622235247,85.63923289627681,2.0055424830797675,11.642948402052035,22.511104239855683,59.71368782672132,3.7261927851580157,2.308415862453528,56.63457648527719,4.2592120965674317e-07,-27.376283986275038,81.65490714926679,2.242249296021388,13.513344003511529,23.165333987840185,54.48032743973407,4.412618344639062,2.295020398853918,57.21160510392065
12,8.631639977583146e-09,67.37965004066183,148.6524929966273,10.086257413667465,10.718092343764782,98.9027278857062,72.02754551095182,19.99999569970699,19.534939371445837,174.23127793262185,1.033307818013276e-08,67.06198206242479,148.48021702389883,9.886265999034483,10.643850718092722,94.99092981880652,72.49219993488163,19.64784480420348,19.81657666204174,172.3672654889708
13,1.0289335371403959e-08,29.807542412496737,114.0003471728789,14.37734429488241,19.993649643749556,211.36204319304164,137.5477529417165,2.0058974931433196,5.862188177712073,54.85056577373312,1.0289341901532382e-08,29.808444621506176,114.00068711077974,14.37735978395693,19.994292755201347,211.3621283745221,137.54805340066844,2.005936967312308,5.862241128037779,54.85025866773501
14,1.524152608592499e-08,-67.76302658413407,149.46316741085897,18.58890496630337,7.177994276268205,16.810464425744343,142.77685753667845,19.47607618730234,13.063009908027716,93.92175746885994,1.5530427489384983e-08,-67.59060718375302,149.93342859023107,18.126327801825724,7.250091502500131,15.88030301510154,143.09293746484764,19.37792587879583,13.17256458936586,93.58933257871035
15,1.8994977622602818e-08,9.999999999855548,4.480644178223043,14.533155356178586,19.99948539335044,232.34060133212392,131.49100701833325,7.298313937310835,4.776549107172961,150.8642055300026,6.188918372656629e-09,9.891181013466774,4.415345262275379,14.488274820018724,19.999808100215,232.24983817879456,131.44102497470288,7.246611008616064,4.7437201459030325,150.65853888514386
16,2.3379273507041037e-08,20.956189129206145,107.58006609985948,7.8836306138422465,14.195817198025932,160.59785140215246,8.856045248629618,3.0754958025559174,5.891534191172649,119.76299307009674,2.3477658681877564e-08,20.96371782088705,107.58673799009304,7.885320392696059,14.19920545408117,160.60497871273543,8.858620687811024,3.076210489831968,5.893067047470961,119.7714156154486
17,2.7289723771897875e-08,-90.96944144643288,149.4138563986178,19.995860447630918,19.999999582390235,52.00475820539481,72.6487109840612,2.000716875108681,17.146794446772695,95.41608444222418,2.7499242585567692e-08,-90.9473034425234,149.35472245429622,19.988489208255366,19.9947109737254,52.00596117179796,72.5423640652156,2.0000288346940973,17.09891035402023,95.36482310342087
18,2.7375039981421737e-08,-51.51748272629007,149.99999862038004,13.855036932113473,17.81886540257999,79.27668603901316,116.70156930157133,4.304227597071114,6.679529736697964,12.171308241447358,2.7482503692257822e-08,-52.07771146344797,149.88470845361138,13.947149067726878,17.879047218802555,79.21894545613192,116.59772223275932,4.324244545079862,6.7007896481855305,12.153752135032958
19,4.130645830037749e-08,10.00000000005125,107.81845913548192,11.660485293904152,2.1910414337059865,127.47097852780058,7.614032324496795,14.255177353004983,8.694837815503455,189.50235753793402,1.7168118770638126e-08,9.428303260290845,108.71340766633264,11.124117683796836,2.2207032264300963,128.54190282530942,6.761024933278265,14.775890888546948,8.116898035968436,189.3554335437377
20,6.055582885258619e-08,23.315298399825622,85.64071455624625,15.350342947473788,3.511168685701329,112.14153448113566,11.80464433136273,8.337400209073367,8.13597822803284,132.72689837530973,9.835791392460805e-08,25.460578259458167,80.04175660389464,11.825831043404326,4.009844654105738,101.78756152808091,11.930649416301662,8.540882749482819,7.590671204223726,124.2084270924732
21,6.744602802468854e-08,75.9027078074506,29.63444199516985,7.7783704310800275,16.876189461898324,117.06342322767813,82.80293925269933,9.17815847326301,11.559306599300125,92.54938548983381,1.0851898274653723e-07,69.12278551502878,25.00441312614091,7.140092628998383,16.609447298781127,115.82920753175785,78.31037946531539,8.670872529347287,10.827409396164466,90.6462571212427
22,1.1893061843932242e-07,-57.10625326204962,131.27828421006097,19.96472298040895,5.713349669586747,16.545687105053233,88.54210831954369,7.301645764359339,6.600989937563908,67.75376024506689,6.360274071885244e-07,-147.29610767850863,100.51008483971223,18.74198649445053,8.566944253269353,1.0206123980123172,65.98233597270827,14.916048563846903,5.67227070121371,50.974670013021445
23,1.2244255947413458e-07,16.092615155647536,58.732250638250946,3.1957810137109925,19.275880017938267,124.35272515421377,129.34976289312124,7.333811102982217,5.10927917938972,68.97569739398216,1.1903814172816693e-07,27.77101958848327,63.960301806606616,7.139860863716233,19.999618618649286,131.80404150575927,132.6627524715998,11.2710371425836,7.161483270104712,62.94108405497818
24,1.5718029290898788e-07,6.551807719341021,149.96892755180434,7.403515131728117,10.749168270031124,243.32797169958337,2.365824129583757,2.0001014206785594,2.090916250346675,126.30408208701033,9.768840219879012e-07,0.8549269834238926,149.98673875499512,4.066470389996867,2.263577333440864,238.62373656108505,1.0,7.81345225804218,2.000016794986447,263.36626582540214
25,1.834124625086193e-07,-277.5094759058112,92.9898449725709,18.484991393358868,19.99999999914148,22.557091491084403,69.65651867002212,10.864309187304007,15.689769535665672,61.4867270894016,2.370046608138749e-07,-259.71696896975743,89.81057635566063,17.0608778227625,18.68671501047276,21.59648403112839,67.23033658309544,10.048715663904275,14.676645775034697,58.97360124577997
26,3.739087294904437e-07,10.00000000000039,14.49581948812082,3.332599893107813,8.280675560463413,190.57477242700497,149.95594706774568,20.0,5.303094923528493,228.71035200450092,5.624431543778299e-07,13.193550088290412,36.444495080445655,2.246324431758917,12.780418697243118,208.0680680808735,149.91771556958182,20.0,6.635488380562961,227.92900318929816
27,7.958214504869549e-07,2.823389179192679,150.0,2.007398844658634,19.999951036305198,300.0,150.0,2.000029605263212,2.0242663988594156,184.68962189917212,8.000253872924526e-07,2.726401440973425,150.0,2.0,19.312307789170564,300.0,150.0,2.0001840596832805,2.0000002340082466,185.5782283984508
28,8.010456827889335e-07,10.000000000000389,149.99972881707623,2.3651578847977337,2.0142828838140505,298.83585450274654,149.99809504896427,19.878124671686823,7.084734394243717,269.51060969893126,8.007786444115998e-07,6.661913263251775,149.99974261339747,2.000613435013019,2.0,298.10418594176576,149.99796738081892,19.98883094272153,4.652947194398588,269.3034372152598
29,8.039021329566108e-07,10.000000000000387,149.96567575732402,20.0,2.1505488520828724,255.28093233386255,149.9812776771605,18.639513402151998,5.536556834251338,278.3302810198299,9.199580086001026e-07,6.086847657782681,135.01909270784452,20.0,2.000005060592525,269.6359365869855,149.99999419570187,19.88767245551432,2.131060432313225,251.4788036990917
