,nonuniformity,center_field_gauss,n_rods,cyl_height,cyl_diameter,D,g_cyl_diameter,g_D
0,1.4696926786456347e-07,10.09989803793328,9.0,640.0,1.0,69.68668206387429,7.3310504133996615,38.04557005840669
1,1.4697372457955737e-07,10.099891948967581,9.0,640.0,1.0,69.68670306825135,3.8918861340951443,235.83269473443164
2,1.4697384359706152e-07,10.099674301041873,9.0,640.0,1.0,69.68745386096751,14.921613240231041,31.594659791356975
3,1.469770921332004e-07,10.09948165084877,9.0,640.0,1.0,69.68811844247516,10.338129254680299,100.3723189669202
4,1.4697965765229857e-07,10.099881130671097,9.0,640.0,1.0,69.68674038658612,14.944251194290809,124.93867700320166
5,1.4698336901370984e-07,10.09994989517233,9.0,640.0,1.0000034001960039,69.68674010665649,6.7739217983226006,101.21539798347531
6,1.469848540440118e-07,10.099400180253706,9.0,640.0,1.0,69.68839949628095,6.004698406180351,36.132024398383955
7,1.4698491795519935e-07,10.099899093176578,9.0,640.0,1.0,69.68667842497155,12.084124601123168,111.13719144095684
8,1.469881696802174e-07,10.099329787461091,9.0,640.0,1.0,69.68864233672429,4.096284808009029,41.311557583397686
9,1.4698853833302523e-07,10.09959339868572,9.0,640.0,1.0,69.68773294686997,15.134877685425474,118.21608702588321
10,1.4699150264142509e-07,10.099704225917458,9.0,640.0,1.0000012050555114,69.68743460115272,7.124751372935366,121.05070982739936
11,1.4699170553530215e-07,10.099621463177913,9.0,640.0,1.0,69.6876361339689,11.828142052143331,49.20966782883352
12,1.469920186799438e-07,10.099667300698773,9.0,640.0,1.0,69.68747801080931,4.259018298946037,229.58156494087555
13,1.4699450994219476e-07,10.09956605608381,9.0,640.0,1.0,69.68782727042061,3.2163110975182834,255.49538992700386
14,1.4700460449359924e-07,10.099393463153742,9.0,640.0,1.0,69.6884226701477,2.818680708562468,215.77149814106838
15,1.7171369384428585e-05,10.099998782594458,9.0,640.0,3.7200481828961287,258.24006577614233,15.337053153864984,161.61077548477616
16,2.659711687126072e-05,10.0989443361183,9.0,640.0,4.332888638032369,300.0,5.489125024460492,261.26271816875783
17,2.659711723314604e-05,10.098324926886928,9.0,640.0,4.332755759313508,300.0,15.500652584956793,288.69215419348376
18,2.6597117251333476e-05,10.097874552539743,9.0,640.0,4.3326591402326855,300.0,8.712075711988753,275.0290754718617
19,2.659711750188442e-05,10.098095311218842,9.0,640.0,4.332706499993558,300.0,17.01709599482136,265.33852407027393
20,2.6597117519074336e-05,10.098194782821746,9.0,640.0,4.332727839648723,300.0,17.366592140468306,217.51969260578076
21,2.6597117694421456e-05,10.096881449439795,9.0,640.0,4.33244608160861,300.0,7.072872080462099,290.1988539891663
22,2.659711830470598e-05,10.095093479848753,9.0,640.0,4.332062467285662,300.0,15.460419657523563,199.8240990924632
23,2.659711845363407e-05,10.096209797894877,9.0,640.0,4.332301980704606,300.0,10.146756717268053,224.97672415159383
24,2.6597118516423197e-05,10.098540670594973,9.0,640.0,4.332802042172499,300.0,16.07804577493389,189.34297838982326
