,nonuniformity,center_field_gauss,n_rods,cyl_height,cyl_diameter,D,g_cyl_diameter,g_D
0,1.556854580702631e-07,9.938102785769738,7.0,640.0,1.1012330933366932,68.22828601474953,18.778076872852317,147.08544488148698
1,1.5568765575812064e-07,10.058139654377324,7.0,640.0,1.1082965340877906,68.25493821857185,4.505563295235268,293.3224133697476
2,1.5568792257519807e-07,9.993476952472392,7.0,640.0,1.1039181954140243,68.20489545602769,19.22979649294207,100.99192498348178
3,1.5568822635552028e-07,10.00429083397345,7.0,640.0,1.1040949738207924,68.17894200061039,2.348169703022038,283.9287469229106
4,1.5569068265348309e-07,10.01370557811289,7.0,640.0,1.1053842522112804,68.22645632041741,3.7097018576807788,248.75069890948237
5,1.556913753504303e-07,10.021184845028044,7.0,640.0,1.1049530296947903,68.17439025067438,4.973934566807686,81.44931563594659
6,1.5569165752439414e-07,10.025551171082355,7.0,640.0,1.1052827373298175,68.1798806391613,3.07197424274643,43.3439216950885
7,1.5569263032003136e-07,10.011037283186234,7.0,640.0,1.104642341077506,68.18975325245569,1.905741489283801,119.50681187546454
8,1.556930614068589e-07,10.054594259688713,7.0,640.0,1.1072203335909607,68.20068612904632,18.12204987040441,121.6060082818631
9,1.5569577270653486e-07,9.983969398304303,7.0,640.0,1.1030105824239427,68.18126210132286,12.119027862675846,155.8858547701415
10,1.556965096010433e-07,10.000081313437306,7.0,640.0,1.1052711720207298,68.26592888472672,4.213850918580453,256.9212590730895
11,1.5569726479237637e-07,10.00798860358781,7.0,640.0,1.105468494062165,68.25113914574594,12.082610391169476,182.62027070554265
12,1.5569862231796841e-07,10.016218550558257,7.0,640.0,1.1058991387466452,68.24967072399816,4.1848261472384864,213.55580812208507
13,1.5569880541238816e-07,10.046767605009684,7.0,640.0,1.1063242262027186,68.17203016916137,10.577478061786051,94.56767646377598
14,1.5569914831740225e-07,10.022594285661995,7.0,640.0,1.105054445227517,68.17585317561098,1.266801278162339,171.03675534455962
15,1.5569921579330584e-07,9.986473598296593,7.0,640.0,1.1024556834247154,68.13842093549147,15.664310304905198,185.93591240375994
16,2.3207174982901661e-07,9.90008332902823,7.0,640.0,1.0,62.075574949589765,13.965152775670575,24.52744285833959
17,2.3207406853781777e-07,9.90003967386178,7.0,640.0,1.0,62.07571180552098,18.191504758370023,33.94895494754554
18,2.3207427496699283e-07,9.900066960342688,7.0,640.0,1.0,62.07562626434228,6.174332313922577,34.7788421953587
19,2.6596015295206075e-05,10.099992635121549,7.0,640.0,4.913288162428355,300.0,12.788732038545469,220.26726391471968
20,2.659601577304915e-05,10.097577070838028,7.0,640.0,4.91270058491898,300.0,18.204363685402356,266.8179549737796
21,2.659601579510998e-05,10.099350720505758,7.0,640.0,4.913132025811448,300.0,19.841630060437627,93.15806644334546
22,2.6596016095804093e-05,10.097779233149765,7.0,640.0,4.9127497628825125,300.0,18.53980134011957,284.42124255817396
23,2.659601648695316e-05,10.097450216649959,7.0,640.0,4.912669726138418,300.0,10.68966734898795,246.65253205050425
24,2.6596017661509483e-05,10.094857581987128,7.0,640.0,4.912038994713832,300.0,12.764896727242792,258.9111651834621
