,nonuniformity,center_field_gauss,n_rods,cyl_height,stage2_cyl_diameter,stage2_D,stage1_cyl_diameter,stage1_D,objective
0,7.203249199487662e-08,5931.992282913042,9.0,640.0,20.0,57.5100819831439,20.0,56.12009572548955,0.0004265758617126548
1,7.203708447464142e-08,5931.6080647554245,9.0,640.0,20.0,57.511944463190666,20.0,56.12080929678243,0.0004265753803865044
2,7.203966365884647e-08,5931.3960333018695,9.0,640.0,20.0,57.51297235350573,20.0,56.12091070142371,0.0004265753786298943
3,7.204761353739547e-08,5930.746620692204,9.0,640.0,20.0,57.516120931855085,20.0,56.12197756819232,0.0004265756643804721
4,7.20479292163745e-08,5930.719274194554,9.0,640.0,20.0,57.516253528538016,20.0,56.12019048568041,0.0004265755631771934
5,7.204843675961077e-08,5930.680226078119,9.0,640.0,20.0,57.51644286518919,20.0,56.11527385616587,0.00042657575484246734
6,7.204876149402498e-08,5930.652530463474,9.0,640.0,20.0,57.5165771569188,20.0,56.12275697718732,0.00042657568205635833
7,7.204880061349391e-08,5930.648270339061,9.0,640.0,20.0,57.51659781368247,20.0,56.11776390642613,0.0004265756067322866
8,7.205388931940367e-08,5930.2287586716,9.0,640.0,20.0,57.51863207777752,20.0,56.12642298976047,0.00042657550772287405
9,7.205816385695728e-08,5929.880548242363,9.0,640.0,20.0,57.52032075726969,20.0,56.12005950177918,0.0004265757225588623
10,7.205932215078795e-08,5929.783962244011,9.0,640.0,20.0,57.52078918657371,20.0,56.121853340369526,0.00042657561959840904
11,7.206237276589786e-08,5929.53477376236,9.0,640.0,20.0,57.52199777057221,20.0,56.11602529611676,0.000426575721467558
12,7.206400815555011e-08,5929.396805215763,9.0,640.0,20.0,57.52266696178336,20.0,56.11898586150106,0.00042657545964700606
13,7.20655539929657e-08,5929.269562258924,9.0,640.0,20.0,57.52328415118702,20.0,56.12328627654987,0.00042657544023788895
14,7.206679533710825e-08,5929.170401610522,9.0,640.0,20.0,57.52376514169424,20.0,56.12323204882766,0.00042657564189833435
15,7.207247831040774e-08,5928.705826977612,9.0,640.0,20.0,57.526018776831414,20.0,56.122945148128025,0.00042657579734052786
16,7.209309735307043e-08,5927.014768184983,9.0,640.0,20.0,57.53422428063033,20.0,56.12025687118111,0.00042657592172231544
17,1.4989844314661725e-07,9.999999999999952,9.0,640.0,1.0,70.03385923467395,1.62226496506493,56.11014298647079,7.189374366871465e-21
18,1.49907876251954e-07,9.999999999997542,9.0,640.0,1.0,70.03385923532454,2.680332990450747,56.11851308722568,3.685451956640128e-19
19,1.4991672287645406e-07,9.999999999968743,9.0,640.0,1.0,70.03385923607641,8.345582348585493,56.11111674015916,4.685913267604188e-18
20,1.499342480792261e-07,10.000000000110774,9.0,640.0,1.0,70.03385923686218,1.0,56.12781919300956,1.6608758297956677e-17
21,1.499349330846092e-07,10.000000000000922,9.0,640.0,1.0,70.03385923724686,19.99879991733048,56.12823989364558,1.3822939285807962e-19
22,1.4993560349748272e-07,9.99999999992372,9.0,640.0,1.0,70.03385923752967,8.253688762034425,56.11180628679216,1.1437135124106317e-17
23,1.49944368877602e-07,9.999999999988352,9.0,640.0,1.0,70.0338592379552,3.790101586998509,56.13758568703748,1.7464878018998963e-18
24,1.4995355813060534e-07,9.999999999994142,9.0,640.0,1.0,70.033859238567,4.965290065616994,56.1354830652736,8.784916522492671e-19
