,nonuniformity,center_field_gauss,r_1_innerrad,r_1_width,r_1_thickness,r_1_dist,objective
0,7.959436209682873e-07,27.37362655244244,150.0,20.0,20.0,271.0235407515676,1.3828427227501816e-05
1,7.973900328898444e-07,9.999999999997318,150.0,19.963117448192904,7.303095239094386,270.5596687421987,2.1388383502761333e-18
2,7.980525107973016e-07,9.999999999998863,149.99997329486416,19.98803223906078,7.294967219332618,270.5755603688309,9.072806628834104e-19
3,8.418788940670938e-07,9.999999999998854,149.9999411808669,19.571383792430815,7.430387351290432,270.21846003791916,9.645828787677067e-19
4,8.429631105928245e-07,10.000000000000382,150.0,20.0,7.29041436636741,270.5641706052414,3.2194170667568983e-19
5,8.436266975994713e-07,10.000000000000382,150.0,19.99960212493663,7.290535182367323,270.5636666320626,3.2219514164901555e-19
6,8.440084927359686e-07,10.0000000000004,150.0,20.0,7.2904044264861385,270.56388281592245,3.3733355818127275e-19
7,8.620414994025181e-07,10.000000000011173,149.99999715449877,17.640172637887108,8.145607520572637,268.65342080109855,9.631834940723109e-18
8,8.849469350628496e-07,10.000000000000382,150.0,19.999810389854233,7.290127948621196,270.55397043347597,3.379760312301142e-19
9,9.122363228897814e-07,10.000000000000382,150.0,19.999741205847506,7.289962313400831,270.5484783672942,3.4839830473263865e-19
10,9.607349803962005e-07,9.999999999997318,149.99996051182697,19.998778858666373,7.2899732873822645,270.5391529066761,2.5769783114495633e-18
11,9.637270764697576e-07,10.00000000000039,149.99999670108838,19.999528727080424,7.289720334546114,270.53933691971804,3.766231003924977e-19
12,9.673193087283456e-07,10.000000000000355,149.9999856151133,6.922305645824226,19.42801275722811,260.2343759266013,3.4366085398870383e-19
13,9.752410726830172e-07,10.00000000000039,149.99847710437334,20.0,7.292921017225712,270.63815681499307,3.8112275289539315e-19
14,9.782581011475412e-07,10.0000000000004,149.99988463465445,19.98835921540607,7.296786911143944,270.6315657887163,3.9099048045123083e-19
15,9.81252103293466e-07,10.00000000000039,150.0,9.38519277162098,14.545105992661806,262.08198659622286,3.8347185466947047e-19
16,1.0639858611074152e-06,10.00000000000039,149.99953451318643,11.735513798212565,11.798764383093307,263.8573140489934,4.1580408350873084e-19
17,1.1360745911115261e-06,10.000000000000426,149.997568990378,6.874508279669936,19.56028721231715,260.23053475791085,4.843377287975526e-19
18,1.3763164904630695e-06,10.000000000000355,150.0,7.449240098241757,18.10091485785253,260.5100905729588,4.889658422026846e-19
19,1.974020833954803e-06,10.000000000000355,149.9944545872874,6.736355697912847,19.95241485410133,260.2081241463027,7.0131308190284e-19
20,2.9387788750023313e-06,10.000000000000355,149.99999999993267,7.4233514348149034,18.150326030985266,260.36928932314675,1.044063990819073e-18
21,3.3360121581424864e-06,10.000000000000355,150.0,6.864326637848119,19.561598627489868,259.94657729858517,1.185189602687759e-18
22,9.611676512071538e-06,9.33751282725142,150.0,20.0,2.0,57.38551998740985,6.3676123978562095e-06
23,9.61167748784753e-06,9.337512895106794,150.0,20.0,2.0,57.38551965965375,6.367612392091311e-06
24,9.611677936703091e-06,9.337512928358453,150.0,20.0,2.0,57.385519499043234,6.367612369848093e-06
25,9.62841135693041e-06,10.0,150.0,20.0,2.142157707422754,57.390986394955306,0.0
26,9.682527472059259e-06,10.0,149.9999999796069,19.999999313597726,2.142315007589213,57.39429620331667,0.0
27,9.841403184525335e-06,10.0,150.0,19.99997918287046,2.141430086483574,57.375618403011934,0.0
28,9.852781434363743e-06,10.0,150.0,20.0,2.1414148607515253,57.37534237105102,0.0
29,9.958389933512693e-06,10.0,149.9999822557586,19.999402675914546,2.1413579902969024,57.372864503986726,0.0
30,1.0060751585348899e-05,10.0,150.0,20.0,2.141206148205422,57.370945020355215,0.0
31,1.1558636397557287e-05,10.327668851000311,150.0,2.0,20.0,54.84170484883259,3.7874051075179724e-06
32,0.0001396613438670553,10.000000000000382,149.99986176247234,19.99633941580999,7.7357675777911235,282.72374870072235,5.333900242628589e-17
33,0.0002830875189033077,23.683850423649897,150.0,20.0,20.0,300.0,0.003873727265475025
34,0.0002861653235284533,10.0000000000004,150.0,20.0,8.446506155501522,300.0,1.1437463917101452e-16
35,0.0002861653238292206,10.00000000000039,150.0,20.0,8.446506155499108,300.0,1.1183298064030917e-16
36,0.00038043353396066123,10.00000000000039,150.0,8.31288998935499,20.0,300.0,1.4867285619741016e-16
37,0.0021445175757568674,10.000000000000394,22.074418299805952,20.0,20.0,300.0,8.456931187659658e-16
