,nonuniformity,center_field_gauss,n_rods,cyl_height,stage2_cyl_diameter,stage2_D,stage1_cyl_diameter,stage1_D,objective
0,4.759593203916673e-08,16233.597900946414,20.0,640.0,20.0,51.824175049984916,20.0,50.71490322373607,0.0007721772631242135
1,4.759663771650231e-08,16233.356558221283,20.0,640.0,20.0,51.82456027362243,20.0,50.7184982963011,0.0007721772246473002
2,4.7602270552368745e-08,16231.407111682027,20.0,640.0,20.0,51.82767223359641,20.0,50.71332936932372,0.0007721758100704063
3,4.7602540369772185e-08,16231.329537647573,20.0,640.0,20.0,51.827796078954485,20.0,50.71707292673858,0.0007721764941672466
4,4.7605697964340554e-08,16230.257253150337,20.0,640.0,20.0,51.8295080501268,20.0,50.71758444585302,0.0007721766676973791
5,4.760609741400602e-08,16230.11805332515,20.0,640.0,20.0,51.82973030404183,20.0,50.717803114877945,0.0007721765201132748
6,4.760716845215901e-08,16229.755153091219,20.0,640.0,20.0,51.83030974348612,20.0,50.71253783310206,0.0007721766158259878
7,4.76084705709267e-08,16229.315957637247,20.0,640.0,20.0,51.83101102879427,20.0,50.71292172548313,0.0007721768264497347
8,4.76092576755398e-08,16229.038307205861,20.0,640.0,20.0,51.831454381783644,20.0,50.71277820827346,0.0007721763740172146
9,4.7609300380158494e-08,16229.0226870453,20.0,640.0,20.0,51.83147932443787,20.0,50.71506163710589,0.0007721763229801451
10,4.7622540819966256e-08,16224.529333429111,20.0,640.0,20.0,51.83865591677113,20.0,50.71071062417764,0.0007721770850577681
11,4.837894602431885e-08,40.12343191998386,20.0,640.0,1.0,52.1207516132732,2.44389601741133,50.65903754571542,1.4573398869241424e-06
12,4.844641700674128e-08,40.073434836670245,20.0,640.0,1.0,52.153254299658165,1.8950487621494343,50.6899832606203,1.456950164922387e-06
13,4.857935567828955e-08,39.99204591980982,20.0,640.0,1.0,52.206294861138645,6.728346493020021,50.71538985189021,1.4569942662580341e-06
14,4.8758444873688255e-08,39.86782703909588,20.0,640.0,1.0,52.28756028089003,8.747270223613356,50.70969275418051,1.456308798182612e-06
15,4.878578808838887e-08,39.85380962811382,20.0,640.0,1.0,52.2967544798691,4.444248554779401,50.7112573981141,1.4564416301482642e-06
16,4.881483239208857e-08,39.843711076773246,20.0,640.0,1.0,52.30338125579732,4.390393336937992,50.70653855825164,1.4568157541706032e-06
17,4.8842733920416666e-08,39.81630262503445,20.0,640.0,1.0,52.32137967236146,19.99664700309659,50.71143126591781,1.4563097356051788e-06
18,4.896294068163222e-08,39.744416229328216,20.0,640.0,1.0,52.36867401490181,19.99657537774585,50.70699887447577,1.4563740874463763e-06
19,4.90953250888442e-08,39.66852513424777,20.0,640.0,1.0,52.41874249286104,2.0581118561051097,50.68144608940604,1.4565858863724393e-06
20,4.926736219293267e-08,39.5663640359069,20.0,640.0,1.0,52.48636970461949,9.728139866212064,50.7142482838899,1.4566567656851238e-06
21,4.935626871041617e-08,39.51513161907513,20.0,640.0,1.0,52.52038253220138,8.343587340964614,50.69241176170722,1.4567567672143726e-06
22,7.040213315374961e-07,10.00000000000554,20.0,640.0,1.0,104.38980225805665,4.023873946517048,50.68464752556025,3.900599901856783e-18
23,7.040214658990463e-07,10.000000000038218,20.0,640.0,1.0,104.38980225788853,2.829368508875466,50.64949676543556,2.6906515839929278e-17
24,0.11417449445152296,14792.73114843142,20.0,640.0,8.442811197724666,22.91796283367244,8.442811197759255,22.917962833621736,1687.8108554849387
