,nonuniformity,center_field_gauss,r_1_innerrad,r_1_width,r_1_thickness,r_1_dist,objective
0,7.959436552332367e-07,27.373626711565713,150.0,20.0,20.0,271.0235395243535,1.3828427949461411e-05
1,7.973903203227471e-07,10.000001406973,150.0,19.963115806694745,7.303096926643228,270.5596712752725,1.1219066514174379e-12
2,7.980493225370344e-07,9.999998197610207,149.99997329553037,19.988033126517916,7.294965843782189,270.57556754231325,1.4383959532280692e-12
3,8.418786275861342e-07,9.99999858231769,149.99994118066138,19.57138404962297,7.430386216470437,270.2184603707037,1.1935164369265854e-12
4,8.429562723358802e-07,9.99999855331363,150.0,20.0,7.29041337691681,270.56417249425556,1.2194933502831797e-12
5,8.436223432475584e-07,10.00000196527183,150.0,19.999602131086654,7.2905366535906495,270.56366780676126,1.6579472261051687e-12
6,8.440094809476131e-07,9.999998755064707,150.0,20.0,7.290403509192811,270.5638825355369,1.0507371901481012e-12
7,8.62057697117831e-07,9.999998461263022,149.99999715437292,17.640188474623283,8.145599572713925,268.6534288966108,1.3264800555827e-12
8,8.84967810609795e-07,9.999998411832554,150.0,19.99981039556758,7.290126634125311,270.5539659536497,1.4054770679598906e-12
9,9.122243493573987e-07,9.999998115329856,150.0,19.99974120938485,7.289961016381859,270.54848062963686,1.7192419962212847e-12
10,9.607160209768425e-07,10.000002042922098,149.99996050682674,19.998778872885865,7.289974879507537,270.5391560323684,1.9626679893056014e-12
11,9.637285228341302e-07,9.999997301861878,149.99999670101397,19.999528727945957,7.289718359049631,270.5393366786084,2.6002726665391893e-12
12,9.673321420656016e-07,10.000001469862383,149.9999856147919,6.922304709646732,19.42801858219794,260.23437993771927,1.4218451274107034e-12
13,9.752445883869644e-07,9.999998665459353,149.99847719942136,20.0,7.292920070654401,270.63815749784357,1.3015035438522567e-12
14,9.782704601320912e-07,9.999998582625844,149.99988463453747,19.988360376833754,7.296785569935154,270.631568597062,1.3865752675943382e-12
15,9.812461700769909e-07,10.000000000394849,150.0,9.385231585082895,14.545049235825056,262.0820154796328,3.8744367480474565e-16
16,1.0639764492024958e-06,9.999998644150061,149.9995345110159,11.735514023387648,11.798762652946529,263.8573156142415,1.4425924037366604e-12
17,1.1359937540208186e-06,10.000001804074685,149.99756896744674,6.874509710947173,19.560285742790665,260.2305245154848,2.049417574170424e-12
18,1.3763005512587061e-06,10.000000919153571,150.0,7.449236440163459,18.10092517316291,260.51008967448195,1.2650315665039797e-12
19,1.9740859077262936e-06,9.999999205864825,149.99445458095937,6.736348463042414,19.95243433524695,260.20812393004036,1.5676910585810834e-12
20,2.938779331619422e-06,9.999999586484591,149.9999999999326,7.423350859989587,18.15032661845413,260.36928884606573,1.2152305360457326e-12
21,3.3361584392585242e-06,9.999999920350149,150.0,6.8642888898810694,19.561700806822344,259.9465412238834,2.6572452312994036e-13
22,9.611656085663403e-06,9.33751138034582,150.0,20.0,2.0,57.38552697625107,6.367612772781848e-06
23,9.611668662891592e-06,9.337512263530119,150.0,20.0,2.0,57.38552271028516,6.36761261617754e-06
24,9.611678793720981e-06,9.337512973092572,150.0,20.0,2.0,57.38551928295492,6.367612507641386e-06
25,9.628400743432728e-06,10.000000167826872,150.0,20.0,2.142157701429139,57.39098551192022,1.6159043829768895e-12
26,9.682518207133612e-06,9.99999981425363,149.99999997960816,19.99999931359217,2.142314946575456,57.3942957566136,1.798492603591652e-12
27,9.841731006362477e-06,10.000000244704417,150.0,19.999979181334062,2.1414297573945698,57.37561036299572,2.408315045522989e-12
28,9.852882209299369e-06,10.000000189255172,150.0,20.0,2.1414147839328708,57.37533989893958,1.8647089126286143e-12
29,9.95825382108614e-06,10.000000242477185,149.9999822546099,19.99940271316757,2.141358171608047,57.37286731027706,2.4146493540262653e-12
30,1.0060523657184826e-05,9.999999828462123,150.0,20.0,2.141206314552091,57.37094929938507,1.7257608720360992e-12
31,1.1558641209445102e-05,10.32766872411969,150.0,2.0,20.0,54.84170537268629,3.7874052176561428e-06
32,0.00013966165444699902,10.000000006510277,149.99986176186422,19.99633942276753,7.735768762347279,282.723779420817,9.092360235066961e-13
33,0.0002830875189033077,23.683850423649897,150.0,20.0,20.0,300.0,0.003873727265475025
34,0.00028616532350998796,10.000000004635119,150.0,20.0,8.446506159416506,300.0,1.326410315356611e-12
35,0.0002861653238804874,10.000000005522622,150.0,20.0,8.446506160162713,300.0,1.5803830161535615e-12
36,0.00038043353432300355,9.999999997154543,150.0,8.312889986963375,20.0,300.0,1.0825073405756727e-12
37,0.0021445175760465645,10.000000000994213,22.07441830321728,20.0,20.0,300.0,2.1321066355509076e-12
