,nonuniformity,center_field_gauss,r_1_innerrad,r_1_width,r_1_thickness,r_1_dist,g_1_innerrad,g_1_width,g_1_thickness,g_1_dist
0,7.960515695481309e-07,27.37518022348869,149.99457024213092,20.0,19.99977690957588,271.01431934398215,114.95056085009755,14.609294366889264,6.800444199009593,259.54410938058135
1,7.9714991338063e-07,4.305428280730572,149.9999402610602,20.0,3.138400301207625,270.5350036857467,124.16914731600703,17.19114849912527,5.532640120551436,216.46708131303149
2,7.971612787196117e-07,3.2826902466420016,150.0,19.999999019665886,2.392826754390061,270.52977825109934,91.10737827715803,19.74618430921168,2.379594205635411,268.74883600072076
3,7.971662270150127e-07,2.761523936746768,150.0,20.0,2.0129167781530355,270.52767943258107,49.09614247918327,10.734629843782267,13.928503181737886,64.00805651741167
4,7.9716762071396e-07,2.7476060944338543,150.0,19.999873868181112,2.002783705611952,270.52766018864156,62.212735335221076,5.043109335547813,2.2167068577923565,235.6161016870712
5,7.972232892216452e-07,3.1969647462734296,149.99999797990336,19.99389528965488,2.3309596677891617,270.52454497359304,132.10586593709942,15.647787070444215,14.15382188870872,121.36211683084802
6,7.973922882569798e-07,2.744191677242369,149.98866316982506,20.0,2.0,270.50852213928493,139.350830322122,5.250064349916908,2.290936648439019,263.6302344362633
7,7.975055877821672e-07,2.739748293597679,149.99999753622785,19.966253737842905,2.0,270.5001486899238,97.17947270448218,17.313015484513116,10.188283801708504,195.8160946031945
8,7.991891637488816e-07,2.7472822134386976,149.89867383928376,19.999975970476125,2.0,270.3557955773058,95.10603883899779,4.070535150329782,11.953584509487571,239.277610563158
9,8.015696102250376e-07,15.809291360935909,149.75982132729166,20.0,11.497801891031077,270.2810042046491,140.13842264472896,9.023102155304608,5.86236645607455,245.42805165693744
10,8.379021307132652e-07,8.861989093213216,150.0,16.048800810918344,7.85617444448928,267.3657670422334,87.71138923921357,8.929011013998394,3.4053263752205694,166.60354961856885
11,8.70513593585079e-07,2.1331370821210083,149.99999156895757,13.082417854976946,2.2758568579450387,264.8496833440089,99.55808430534972,15.89292163815854,10.957896334558175,166.57512116972842
12,8.758332808513643e-07,1.8122083638763242,150.0,12.608968465841482,2.0,264.45699897563975,113.5525672148293,14.155763675888585,3.1471855945776266,186.4314661998608
13,8.846158445421209e-07,10.2131905764102,145.88225336978397,20.0,7.067856608248141,263.5984667471073,119.10030197470991,10.429227955685178,4.650056308336792,101.75152681369049
14,8.898748629733948e-07,1.6607599699728293,149.99997323148347,11.374907915952708,2.0157455850935815,263.4353715461765,99.99829642292339,10.213865570789897,4.07624061805451,241.5098220206766
15,9.016205628842814e-07,5.494256631379493,150.0,10.344938964434402,7.286563383928864,262.64427845993373,117.03254090773827,10.467095185902995,9.529146434120271,282.8340887537147
16,9.324980043951263e-07,1.1520110029668018,149.99995653983547,7.769843857013803,2.0,260.4369832329669,71.9096424387401,3.0570979636043867,10.68011931858499,131.0839384961613
17,9.674444241844902e-07,2.917160322024692,150.0,4.941831342075364,7.820116230376944,258.14552667003636,125.57285540218551,6.254732845478519,6.825927752031098,279.15056798491355
18,9.760586722073086e-07,2.671131209562292,150.0,4.265948565836397,8.258774095487205,257.5875125062229,147.24289417141256,12.683707172209804,16.444805162845828,166.99191915335743
19,9.8345528091782e-07,2.065315294238479,150.0,3.698092926995228,7.338077503557559,257.09126551773534,142.9385255163712,3.7586869883724656,7.637715260456414,231.4419390638568
20,9.963433122165578e-07,4.029604245122265,149.9821905004595,2.634255874853265,19.999866445694575,256.62358443018013,51.84834086616494,4.9676532218782,13.923519948370568,82.00710416479401
21,1.0010601445425094e-06,0.36441075135057455,149.99997275295004,2.3724262925882944,2.0,255.9086683062374,80.42368237451417,18.168284631527634,16.619229778509542,160.52201536595226
