,nonuniformity,center_field_gauss,n_rods,cyl_height,stage2_cyl_diameter,stage2_D,stage1_cyl_diameter,stage1_D,objective
0,1.6023974858591302e-07,3084.852098628822,7.0,640.0,20.0,70.33127334888096,20.0,68.22601725462522,0.0004927135272231495
1,1.6024305349882956e-07,3084.788753897994,7.0,640.0,20.0,70.33199537902723,20.0,68.22818856002581,0.0004927135387884757
2,1.6024422983831814e-07,3084.76640680281,7.0,640.0,20.0,70.33225010601643,20.0,68.22923712102406,0.0004927135747908491
3,1.602459484551717e-07,3084.7332904257337,7.0,640.0,20.0,70.33262759349917,20.0,68.23045246196644,0.0004927135523709625
4,1.6025062577590398e-07,3084.6436443335315,7.0,640.0,20.0,70.33364948329074,20.0,68.22655465584197,0.0004927135680423543
5,1.6025498284124754e-07,3084.559907471155,7.0,640.0,20.0,70.3346040530815,20.0,68.23374314807727,0.0004927135452161775
6,1.6025780996418237e-07,3084.5058552460005,7.0,640.0,20.0,70.3352202494409,20.0,68.22768733036247,0.0004927135750837795
7,1.6025957692706782e-07,3084.471832961387,7.0,640.0,20.0,70.33560811241362,20.0,68.22704151810504,0.0004927135552245786
8,1.6026001992763684e-07,3084.463919496655,7.0,640.0,20.0,70.33569832891084,20.0,68.22813846104368,0.0004927136490053344
9,1.60261441028702e-07,3084.43647292456,7.0,640.0,20.0,70.3360112329148,20.0,68.22521049725134,0.0004927136195020899
10,1.6026166159121875e-07,3084.4319315376356,7.0,640.0,20.0,70.33606300729164,20.0,68.22931275663262,0.0004927135697973216
11,1.6026296110199524e-07,3084.4077248712747,7.0,640.0,20.0,70.33633897890493,20.0,68.23077975975625,0.0004927136856227187
12,1.602644544333144e-07,3084.3790106112547,7.0,640.0,20.0,70.3366663442017,20.0,68.2306932460383,0.0004927136748568456
13,1.6026820534272035e-07,3084.3063813283716,7.0,640.0,20.0,70.33749439592478,20.0,68.22717930957887,0.000492713566409171
14,1.6026909593974017e-07,3084.289331879773,7.0,640.0,20.0,70.33768878216416,20.0,68.23451278012024,0.000492713571877559
15,1.6026942094375604e-07,3084.283102946702,7.0,640.0,20.0,70.33775980063264,20.0,68.22850971608145,0.0004927135727264415
16,1.602776590492842e-07,3084.125055001391,7.0,640.0,20.0,70.33956183818849,20.0,68.22946243526036,0.0004927135674403749
17,1.6027913691179115e-07,3084.0974277149576,7.0,640.0,20.0,70.33987685434187,20.0,68.2313881231727,0.0004927136824969106
18,1.6030224050318633e-07,3083.6547253131175,7.0,640.0,20.0,70.34492528197121,20.0,68.23264515367872,0.0004927137390008984
19,2.243613713111073e-07,9.99999999998952,7.0,640.0,1.2570037396446372,77.63662210001328,2.6881357550097107,68.20655013396188,2.351420552911657e-18
20,2.4246092411865527e-07,9.999999999999938,7.0,640.0,1.0,61.764697076162776,5.0001635852781705,68.2347934966273,1.5074399229591746e-20
21,2.945302460396278e-07,10.00000000000009,7.0,640.0,1.3482847912735445,83.27338344506799,4.635596955166008,68.2159563693306,2.6682731665099302e-20
22,3.0180316226736955e-07,9.99999999999995,7.0,640.0,1.3567625670006358,83.79688212142764,2.0880386448998447,68.23484795935371,1.5011083120495435e-20
23,3.3056905914401006e-07,9.99999999999973,7.0,640.0,1.388965494207413,85.7853662974336,4.458986723815991,68.2134978388159,8.925570858389436e-20
24,3.4460740680293215e-07,10.000000000000123,7.0,640.0,1.403925253192682,86.70909215455507,3.850195068557573,68.21907284307915,4.223805495478373e-20
