,nonuniformity,center_field_gauss,r_1_innerrad,r_1_width,r_1_thickness,r_1_dist,r_2_innerrad,r_2_width,r_2_thickness,r_2_dist,g_1_innerrad,g_1_width,g_1_thickness,g_1_dist,g_2_innerrad,g_2_width,g_2_thickness,g_2_dist
0,4.373025796135734e-08,-24.764137419016876,111.88029692877251,3.7323308760663685,5.007847350449617,0.0,149.37817306011735,5.594587481193825,19.919414350031627,73.09859684217443,58.6794081474296,5.47581189621673,14.947500843958263,0.0,146.989336640462,4.692471779080596,19.077736702171826,65.88014161479653
1,4.6019737281730136e-08,-11.189292536769386,134.20371859892217,2.2786182260509675,12.06032151216839,0.0,129.58392561070343,5.050167169093613,6.459566638635797,77.492633225151,38.80619209781483,4.693501085782853,18.655755958546685,0.0,117.63385376851207,4.2310586263407055,5.545459688550368,54.09964830404258
2,4.7150342096428135e-08,-38.17337726450127,102.38253226010124,2.0848092178330404,6.7616728980047505,0.0,149.98604555309115,20.0,9.403283330624651,70.8629294503929,119.25341347709006,11.879296532584702,10.014246264196029,0.0,47.23899785810756,17.83319062188656,13.384091202044528,11.10916311148978
3,8.335235220165518e-08,-49.59692927116876,149.9999995649338,14.595482674902229,15.641595258490575,0.0,92.71783207390315,14.52790960933892,3.4123086313389273,71.60385329969215,125.15701665267042,14.756332793607637,16.53526488706806,0.0,77.75980613405854,13.983436858433677,4.467100318346654,145.13624484735783
4,9.229133732555552e-08,-84.56635708415249,106.61574118009139,13.044977387594319,8.659619598195073,0.0,117.11117740285204,14.170281569846143,16.71805602625454,67.30822543629574,68.5277525394839,16.43614366414262,9.294883044384758,0.0,140.63587223697542,12.796743359930185,15.755640649499973,84.87186570341541
5,1.2176846555423595e-07,-32.18473673123686,137.96681697147744,15.754541617929181,8.038976368433906,0.0,92.70068748871175,2.727604190907533,10.929039886647306,67.50255314796432,62.42358511891758,12.735660391376015,10.217728315441223,0.0,116.52797327730956,2.778692805632594,17.621921705548043,127.74767244311838
6,1.24894442067073e-07,-9.26246962513698,150.0,15.496415413921493,2.8185197958273287,0.0,87.27178007874461,3.086032319357617,2.0,66.32412605293285,55.719705994535175,13.755418537037055,2.92080488315953,0.0,110.36296785188947,5.074596824944168,4.508478718190224,252.0778853642324
7,1.3642095988618094e-07,-56.70580950826874,103.71916193630713,6.067343804161837,11.626395421346421,0.0,106.40923648429526,19.893023804883807,6.848533686707523,63.28116730872104,110.27288509521402,6.113147659813593,14.377741643029882,0.0,122.19454560877843,16.82525995624074,4.926064927107019,51.999931612520776
8,1.4046222663809089e-07,-8.223830110404728,149.94527281290635,20.0,2.0,0.0,84.18545436581758,2.1767691765156836,2.133502517343131,64.59458688040662,143.61850544149772,19.464137015256206,8.351513442091733,0.0,141.79218582630568,15.856085625277247,7.130640209637025,273.77230184767916
9,1.6799016943982081e-07,-8.35468154908086,150.0,18.558711167103638,2.1782230253580037,0.0,80.3589728502686,2.0,2.0,62.294529433497985,62.163885592386166,4.561054979905523,6.954449560072727,0.0,149.4308963013702,6.994241552480023,12.90576117351629,295.41120300363923
