,nonuniformity,center_field_gauss,r_1_innerrad,r_1_width,r_1_thickness,r_1_dist,r_2_innerrad,r_2_width,r_2_thickness,r_2_dist,objective
0,4.7202797446527825e-08,-37.03431692530202,102.42187538292546,2.0000000386450187,6.848173690337645,0.0,149.9435092434174,20.0,9.117193929470353,70.85167454325679,1.2760953859302703e-06
1,7.648727135317644e-08,-13.792063259197889,100.86267285378885,2.000000109027361,3.7340025008953854,0.0,138.92058997815258,2.87737508893689,18.39364208060952,66.23896427441662,2.9004457149467956e-07
2,8.335231255919888e-08,-49.59687012476266,149.99999958093596,14.595475077514742,15.641577643359884,0.0,92.71784125248206,14.52789266899557,3.4123060155966485,71.60381771350002,3.3004906950052218e-06
3,8.701407626153737e-08,-15.920946939248246,149.99999889379984,8.931121632777495,7.893150872247158,0.0,98.17562465132218,2.495187274711456,6.526551368206917,71.33819716881946,5.152057285122632e-07
4,8.90345155544971e-08,-95.0085019313223,127.95372137805083,19.09069326843248,15.887581840913896,0.0,101.35799814637502,13.43409888310708,11.091703597398746,71.07860596275303,7.568690787468812e-06
5,8.988435052817357e-08,-10.000000000019895,134.36474463066924,2.4101949380360157,9.801768769473302,0.0,132.82141219698755,5.801992470312106,5.416043766389639,78.41578933110674,1.788266825136631e-18
6,1.1656134949171528e-07,-35.98369536085741,102.76674492574533,4.375771034045025,8.345702709176122,0.0,118.81930697136487,4.977278028536098,19.999999952526284,63.97702511918729,3.0286945960431616e-06
7,1.305964960644152e-07,-29.951895164339533,104.15048200736828,3.8998394424075515,8.926003346741929,0.0,111.07537261792541,13.959696157156113,5.403765048784479,63.43364310070962,2.6056475983072923e-06
8,1.4046627994444082e-07,-8.223981968839436,149.94536127063233,20.0,2.0000113203077974,0.0,84.18616654804961,2.176799248524799,2.1334894313087127,64.59357431864395,2.4947064595137447e-07
9,1.8077054167610495e-07,-75.22206198054322,142.8557212034216,19.511421050931343,17.021963671531758,0.0,73.10109926887269,19.99999988731327,2.0002800800893152,61.5798904858958,1.1790227473455288e-05
10,2.7726476338535007e-07,-9.999999999994955,150.0,16.245359157017894,2.9217846756768817,0.0,85.82231642809616,3.119412712375695,2.008967690237247,65.59630268492883,1.3987600908904948e-18
11,2.785559236039148e-07,-44.95809325794191,97.847315016908,9.324324454449728,7.039573892001564,0.0,93.34012275462146,6.764175804148028,10.121666731552905,57.62540692445256,9.737783954897796e-06
12,2.869649758950451e-07,-20.398115894881954,141.85322164030754,12.377738950816449,6.909941137364996,0.0,72.28288442662414,2.5839978550097635,2.936551735105565,56.68346959793283,2.9838950771286857e-06
13,3.5469473255188275e-07,-55.65765037608402,79.9160418364339,16.2468735624852,2.267703685538419,0.0,98.39765291896384,8.58095812587397,12.763120234427848,52.941435208807164,1.619452808909249e-05
14,4.0459218598615873e-07,-10.000000000001243,150.0,19.348419890741084,2.5161774180133314,0.0,78.04887718800103,2.1171917254357293,2.035135031450705,61.02563580476601,5.030900677210878e-19
15,4.246004164142331e-07,-12.258090493264717,113.88679619182216,5.605834439818487,5.458402491945681,0.0,76.51937371987043,2.0000000187128775,3.95828596594038,54.76379360777503,9.5878616374122e-07
16,6.769823922476001e-07,-102.68267169526382,72.09012105586514,2.1713644462369315,19.91944055585576,0.0,87.3568790283113,10.452018835557052,16.19944006174268,46.85363056173005,6.274453680415864e-05
17,1.829769069491812e-06,-183.87667063290408,97.32705969331639,19.999999990758,19.99999945273965,0.0,46.625489045904146,19.719849655799454,2.043985249900882,41.08351408706428,0.00031815415383030317
18,7.684663407081744e-06,10.000000000000027,149.98107391644234,2.3315561767264774,2.005747766306388,0.0,149.75339420863128,6.968430547604469,18.591740754591623,228.22471941716995,2.047605660248773e-19
19,9.231063808108664e-06,10.000000000000018,137.37125182115088,2.035038885700571,2.237087292382538,0.0,147.82875078859297,15.329683840736621,8.566460257885273,222.48958696617598,1.6397663330473947e-19
20,1.1278044138455272e-05,10.000000000000577,139.50692956429623,2.186530315191529,2.0,0.0,145.55879284337786,6.062451177250759,20.0,217.9027622009231,6.510995023130951e-18
21,3.8716126073250465e-05,10.0,137.7322588995395,18.322640495885715,2.040643600350001,0.0,136.5138874772286,13.183456480762144,13.767822619747971,170.14957598740912,0.0
22,0.006003319029187648,-84.98071711177775,150.0,19.999999999999968,19.999999999999996,0.0,1.0,2.0,2.0,300.0,0.45013316585927127
23,1.7085675816325026,-5441.153024902597,4.386342439243293,19.977423476989976,20.0,0.0,8.488414417953253,2.1718548260422277,8.59721926862639,12.48750901878983,3.830622618725503
24,1.7961860631102469,-5428.979552616292,3.5383243542423566,9.908537114107073,19.918036288554156,0.0,14.142144853820067,3.5877026770550557,18.429276221428076,3.796207975981895,4.411131939948568
