,nonuniformity,center_field_gauss,n_rods,cyl_height,cyl_diameter,D,g_cyl_diameter,g_D
0,9.455452483961057e-08,9572.495322838062,16.0,640.0,20.0,60.36279244416723,12.475654409660347,144.29842149813658
1,9.455453822651429e-08,9573.19887263004,16.0,640.0,20.0,60.36057445247363,13.37161125557516,251.91166294941874
2,9.45545384902694e-08,9573.801516177547,16.0,640.0,20.0,60.3586747694162,12.761575077339588,40.28332368518204
3,9.455454451798736e-08,9573.402075791488,16.0,640.0,20.0,60.35993388528769,11.504891754843984,133.99189744925263
4,9.455454798735469e-08,9574.801880491803,16.0,640.0,20.0,60.355521767040635,12.198376924492342,181.9903628482339
5,9.455455239766888e-08,9572.404932990936,16.0,640.0,20.0,60.363077422435694,10.558882083297522,226.93353410314063
6,9.455455436419228e-08,9574.853124834892,16.0,640.0,20.0,60.35536026565097,11.532085581006715,198.6122917209087
7,9.455455480820644e-08,9573.33270224988,16.0,640.0,20.0,60.36015257257763,12.555331949186959,45.63028556828219
8,9.455455606290429e-08,9574.31899348201,16.0,640.0,20.0,60.35704369475839,14.27243650542063,196.78145045788216
9,9.45545575617927e-08,9573.2326333908,16.0,640.0,20.0,60.360468025378175,17.194068797843233,248.55681621175594
10,9.455455811388559e-08,9573.786500318605,16.0,640.0,19.999833655829462,60.35822011392847,17.316910262354845,74.95824073332457
11,9.455456291712952e-08,9574.225889055484,16.0,640.0,20.0,60.35733714767284,15.715167421680079,211.9466106965134
12,9.455456589222906e-08,9573.363018462589,16.0,640.0,20.0,60.36005700601967,5.396207047085211,161.62274139889982
13,9.455456944839512e-08,9573.20246405224,16.0,640.0,20.0,60.360563130884685,4.890102703297279,21.381830285489066
14,9.455457346901465e-08,9572.606210911068,16.0,640.0,20.0,60.362442845255416,10.004497761548828,272.49695616603947
15,9.455457604088076e-08,9572.822954906944,16.0,640.0,20.0,60.36175952991823,12.743816655025928,169.0104023236082
16,9.455457677211312e-08,9573.562866169324,16.0,640.0,20.0,60.35942703243215,7.072116837426509,58.14939118521964
17,9.455457713274502e-08,9574.580745536909,16.0,640.0,20.0,60.35621870962034,13.337363364979808,34.342823310870415
18,9.45545804281861e-08,9574.250869880521,16.0,640.0,20.0,60.35725841097743,19.056721197011463,63.750111401023034
19,9.455458617920672e-08,9571.590259083046,16.0,640.0,20.0,60.36564608283656,16.651694283638495,244.01602472688862
20,9.455459130320227e-08,9571.257489064534,16.0,640.0,20.0,60.36669539840594,19.147545081928794,174.14058834169268
21,9.487105682841059e-08,1615.2487995766119,16.0,640.0,8.214133708769355,60.35231791416898,4.9475629943709185,208.7719686859447
22,9.489060923783152e-08,1122.8415546786987,16.0,640.0,6.848136589759891,60.348304972263186,4.05755694997641,231.37757655784256
23,9.490765125109071e-08,751.597658548327,16.0,640.0,5.597556858233693,60.291727593286495,4.01561949220826,67.29096404430851
24,9.492204203226281e-08,263.00501952296736,16.0,640.0,3.3128341819162372,60.32114696705151,4.028246389249244,38.07186335499124
