,nonuniformity,center_field_gauss,n_rods,cyl_height,cyl_diameter,D,g_cyl_diameter,g_D
0,1.8366832054954718e-08,20012.874621393927,15.0,640.0,20.0,40.42200532316144,6.681682837224583,55.55802990713004
1,1.836683307458354e-08,20012.689709782797,15.0,640.0,20.0,40.422192064495576,11.320140060706823,153.98517069913927
2,1.8366836515011228e-08,20016.54236153718,15.0,640.0,20.0,40.418301824982116,12.047297989861542,47.58347045462632
3,1.836683989541564e-08,20017.62992369273,15.0,640.0,20.0,40.417203855473616,14.819488927666157,82.54142400329438
4,1.83668436848304e-08,20013.78558423215,15.0,640.0,20.0,40.42108538401518,19.247158826150518,283.5741470119499
5,1.8366843870902512e-08,20014.61556601015,15.0,640.0,20.0,40.42024727856668,11.881697101875801,34.766076256145155
6,1.8366848249276595e-08,20012.64289900152,15.0,640.0,19.99806273346291,40.418323952393344,13.395400685839178,97.84306047071661
7,1.8366850771729217e-08,20015.852846728947,15.0,640.0,20.0,40.418997984407795,16.200211572443898,31.749464668806098
8,1.8366855086463788e-08,20019.283577422088,15.0,640.0,20.0,40.41553454866584,16.608968116817195,231.966514482474
9,1.8366859338874165e-08,20008.601858716644,15.0,640.0,20.0,40.426321026500915,14.791608599395952,179.68221904085416
10,1.836687514580273e-08,20011.08790746972,15.0,640.0,20.0,40.42380982516254,14.336836414998182,87.2004410918708
11,1.8367109630893922e-08,19951.22466870756,15.0,640.0,19.968796778807842,40.421247636026415,16.703757551380313,102.95933636840847
12,1.8368481943770294e-08,19623.6415173828,15.0,640.0,19.803255095883273,40.4193549065859,12.751770031323604,112.61404360950074
13,1.837895804567872e-08,17068.518788436842,15.0,640.0,18.471162442151304,40.42396472455984,11.034407949122265,207.99639653365003
14,1.8379419332017384e-08,16956.711158807953,15.0,640.0,18.410723717577614,40.424312758139244,10.95747763599555,228.45848992824958
15,1.8388573327966793e-08,14714.690206954792,15.0,640.0,17.148373050985093,40.41940882025853,10.710845175179694,123.62444729285748
16,1.8426534702425382e-08,5465.1765605048095,15.0,640.0,10.449921550179361,40.416018404965314,7.718834658970882,66.4572183594268
17,1.8427364254953854e-08,122.65100694982215,15.0,640.0,1.5646485628073108,40.39464943174137,1.021395420914469,249.8663196044755
18,1.8433085103325305e-08,3863.527012182281,15.0,640.0,8.785214073642319,40.41131357972352,5.564956373992417,96.79155174142443
19,1.843514638341023e-08,3369.460205505755,15.0,640.0,8.201373635523074,40.396992076515616,5.743296472747895,73.66836026970334
20,1.843703756705803e-08,2802.403912468066,15.0,640.0,7.483288291251373,40.4175240790867,4.736299132606593,106.13541092800125
21,1.844095817260132e-08,1845.5575286402825,15.0,640.0,6.073171188714776,40.41981518286734,3.856811828341981,106.66515709050923
22,1.844244020573063e-08,611.4170733903699,15.0,640.0,3.496748045600947,40.43320353308129,2.2437767907440334,110.67468915813137
23,1.8443913442286633e-08,1064.0040353927743,15.0,640.0,4.6121468842315,40.42723931197684,2.7124813448287592,150.5881814639886
24,1.844418236010881e-08,675.5835804244298,15.0,640.0,3.6739727416371695,40.414664825739536,2.171277151158046,251.73300562344238
